92,1,1200
92,2,1200
92,3,1200
93,1,350
93,2,350
93,3,350
94,1,400
94,2,400
94,3,400
95,1,350
95,2,350
95,3,350
96,1,350
96,2,350
96,3,350
97,1,400
97,2,400
97,3,400
98,1,400
98,2,400
98,3,400
99,1,350
99,2,350
99,3,350
100,1,0
100,2,0
100,3,0
101,1,0
101,2,0
102,1,0
102,2,0
103,1,350
103,2,0
103,3,0
104,1,0
104,2,0
104,3,0
105,1,400
105,2,400
105,3,400
106,1,400
106,2,400
106,3,400
107,1,350
107,2,350
107,3,350
108,1,0
108,2,0
109,1,350
109,2,350
109,3,350
110,1,100
110,2,100
111,1,500
111,2,500
111,3,500
112,1,100
112,2,100
113,1,100
113,2,100
114,1,100
114,2,100
115,1,100
115,2,100
116,1,100
116,2,100
117,1,100
117,2,100
118,1,100
118,2,100
119,1,400
119,2,400
119,3,400
120,1,0
120,2,0
120,3,0
121,1,0
121,2,0
121,3,0
122,1,0
122,2,0
122,3,0
123,1,0
123,2,0
123,3,0
124,1,400
124,2,400
124,3,400
125,1,340
125,2,340
125,3,340
126,1,350
126,2,350
126,3,350
127,1,400
127,2,400
127,3,400
128,1,0
128,2,0
128,3,0
129,1,400
129,2,400
129,3,400
130,1,250
130,2,250
130,3,250
131,1,0
131,2,0
132,1,0
132,2,0
132,3,0
133,1,0
133,2,0
133,3,0
134,1,350
134,2,400
134,3,400
135,1,350
135,2,350
135,3,350
135,4,350
136,1,400
136,2,400
136,3,400
137,1,400
137,2,400
137,3,400
137,4,400
138,1,350
138,2,350
138,3,350
138,4,400
139,1,0
139,2,0
139,3,0
140,1,0
140,2,0
141,1,0
141,2,0
142,1,0
142,2,0
143,1,350
143,2,350
143,3,350
144,1,0
144,2,0
144,3,0
145,1,350
145,2,350
145,3,350
146,1,350
146,2,350
146,3,350
147,1,350
147,2,350
147,3,350
148,1,500
148,2,500
148,3,500
149,1,500
149,2,500
149,3,500
150,1,350
150,2,350
150,3,350
151,1,400
151,2,400
151,3,400
152,1,400
152,2,400
152,3,400
153,1,100
153,2,100
153,3,100
154,1,350
154,2,350
154,3,350
156,1,0
156,2,0
157,1,0
157,2,0
158,1,400
158,2,400
158,3,400
158,4,400
159,1,400
159,2,400
159,3,400
160,1,100
160,2,100
160,3,100
161,1,350
161,2,350
161,3,350
162,1,0
162,2,0
163,1,0
163,2,0
164,1,0
164,2,0
165,1,0
165,2,0
166,1,0
166,2,0
167,1,0
167,2,0
168,1,0
168,2,250
168,3,250
169,1,0
169,2,250
169,3,350
170,1,0
170,2,400
170,3,400
171,1,0
171,2,250
171,3,250
172,1,50
172,2,50
172,3,50
173,1,100
173,2,100
173,3,100
174,1,350
174,2,350
174,3,350
175,1,0
175,2,0
176,1,0
176,2,0
177,1,400
177,2,400
177,3,400
177,4,400
178,1,350
178,2,0
179,1,0
179,2,0
179,3,0
180,1,400
180,2,400
180,3,400
181,1,0
181,2,0
182,1,0
182,2,0
183,1,0
183,2,0
183,3,0
184,1,0
184,2,0
185,1,350
185,2,350
185,3,350
186,1,350
186,2,350
187,1,400
187,2,400
187,3,400
188,1,350
188,2,350
188,3,350
189,1,100
189,2,100
190,1,100
190,2,100
191,1,0
191,2,0
191,3,0
192,1,0
192,2,0
193,1,0
193,2,0
194,1,350
194,2,400
194,3,400
195,1,400
195,2,350
195,3,400
196,1,400
196,2,400
196,3,400
197,1,350
197,2,350
197,3,350
198,1,50
198,2,50
198,3,50
199,1,400
199,2,400
199,3,400
200,1,250
200,2,250
201,1,0
201,2,0
201,3,0
202,1,400
202,2,0
203,1,350
203,2,400
203,3,400
204,1,0
204,2,0
205,1,0
205,2,0
206,1,0
206,2,0
207,1,0
207,2,0
208,1,350
208,2,0
209,1,100
209,2,100
209,3,100
210,1,100
210,2,100
210,3,100
211,1,0
211,2,0
211,3,0
212,1,350
212,2,350
212,3,350
212,4,400
213,1,100
213,2,0
213,3,0
214,1,100
214,2,100
215,1,100
215,2,100
216,1,100
216,2,100
217,1,100
217,2,100
218,1,100
218,2,100
219,1,100
219,2,100
220,1,100
220,2,100
221,1,100
221,2,100
222,1,400
222,2,400
222,3,400
223,1,350
223,2,350
223,3,350
224,1,350
224,2,350
224,3,350
225,1,350
225,2,350
225,3,350
226,1,340
226,2,340
226,3,340
227,1,100
227,2,0
227,3,0
228,1,0
228,2,0
228,3,0
229,1,350
229,2,350
230,1,350
230,2,350
231,1,0
231,2,0
232,1,100
232,2,100
233,1,100
233,2,100
234,1,100
234,2,100
235,1,100
235,2,100
236,1,350
236,2,350
237,1,50
237,2,50
237,3,50
238,1,100
238,2,100
238,3,100
239,1,50
239,2,50
239,3,50
240,1,0
240,2,400
240,3,400
241,1,400
241,2,400
241,3,400
242,1,350
242,2,350
243,1,350
243,2,350
244,1,0
244,2,0
245,1,100
245,2,100
245,3,100
246,1,0
246,2,0
246,3,0
247,1,100
247,2,100
247,3,100
248,1,0
248,2,0
248,3,0
249,1,400
249,2,400
249,3,400
250,1,0
250,2,0
250,3,0
251,1,0
251,2,0
251,3,0
252,1,0
252,2,0
252,3,0
253,1,0
253,2,0
253,3,0
254,1,0
254,2,0
254,3,0
255,1,0
255,2,0
255,3,0
256,1,0
256,2,0
256,3,0
257,1,350
257,2,350
257,3,350
258,1,350
258,2,350
258,3,350
259,1,400
259,2,400
259,3,400
260,1,350
260,2,350
260,3,350
261,1,400
261,2,350
261,3,350
262,1,0
262,2,0
263,1,0
263,2,0
264,1,0
264,2,0
265,1,0
265,2,0
266,1,0
266,2,0
267,1,350
267,2,350
267,3,350
268,1,350
268,2,350
268,3,350
269,1,250
269,2,250
270,1,400
270,2,400
270,3,400
271,1,250
271,2,250
271,3,250
272,1,400
272,2,400
272,3,400
273,1,350
273,2,350
273,3,350
274,1,400
274,2,400
275,1,350
275,2,350
275,3,400
276,1,0
276,2,0
276,3,0
277,1,350
277,2,350
278,1,0
278,2,0
279,1,0
279,2,0
280,1,0
280,2,0
281,1,0
281,2,0
282,1,400
282,2,400
282,3,400
283,1,400
283,2,400
283,2,400
284,1,500
284,2,500
284,3,500
285,1,350
285,2,0
286,1,400
286,2,400
286,3,400
287,1,0
287,2,0
287,3,0
288,1,400
288,2,400
288,3,400
289,1,400
289,2,400
289,3,400
290,1,350
290,2,350
291,1,400
291,2,400
292,1,350
292,2,350
293,1,100
293,2,100
294,1,100
294,2,100
295,1,100
295,2,100
296,1,100
296,2,100
297,1,100
297,2,100
298,1,100
298,2,100
299,1,0
299,2,0
299,3,0
300,1,0
300,2,0
300,3,0
301,1,400
301,2,350
302,1,400
302,2,400
302,3,400
303,1,350
303,2,350
303,3,350
304,1,400
304,2,400
304,3,400
304,4,400
305,1,400
305,2,400
305,3,400
305,4,400
306,1,400
306,2,400
306,3,400
306,4,400
307,1,400
307,2,400
307,3,400
308,1,350
308,2,350
308,3,350
309,1,0
309,2,0
310,1,350
310,2,350
310,3,350
311,1,100
311,2,100
311,3,100
312,1,400
312,2,400
312,3,400
313,1,0
313,2,0
313,3,0
314,1,0
314,2,0
314,3,0
315,1,0
315,2,0
316,1,400
316,2,400
316,3,400
317,1,0
317,2,0
318,1,250
318,2,250
319,1,0
319,2,0
319,3,350
320,1,0
320,2,0
320,3,0
321,1,0
321,2,0
322,1,400
322,2,400
322,3,400
323,1,350
323,2,350
323,3,350
324,1,500
324,2,500
324,3,500
325,1,350
325,2,350
325,3,350
326,1,350
326,2,350
327,1,100
327,2,100
328,1,0
328,2,0
329,1,0
329,2,0
329,3,0
330,1,400
330,2,400
330,3,400
331,1,340
331,2,340
331,3,340
332,1,0
332,2,0
332,3,0
333,1,400
333,2,400
334,1,400
334,2,400
334,3,400
335,1,400
335,2,400
335,3,400
336,1,400
336,2,400
336,3,400
337,1,350
337,2,350
337,3,350
338,1,350
338,2,350
338,3,350
339,1,0
339,2,0
340,1,350
340,2,350
340,3,350
341,1,400
341,2,400
341,3,400
342,1,0
342,2,0
343,1,0
343,2,0
344,1,100
344,2,100
344,3,100
345,1,400
345,2,400
345,3,400
346,1,350
346,2,350
347,1,350
347,2,350
347,3,350
348,1,100
348,2,100
349,1,100
349,2,100
350,1,350
350,2,350
351,1,400
351,2,400
351,3,400
352,1,350
352,2,350
352,3,350
353,1,0
353,2,0
353,3,0
354,1,400
354,2,400
355,1,340
355,2,340
355,3,340
356,1,0
356,2,0
357,1,350
357,2,350
357,3,350
358,1,400
358,2,400
358,2,400
359,1,400
359,2,400
359,3,400
359,4,400
360,1,350
360,2,350
360,3,350
360,4,350
361,1,350
361,2,350
361,3,350
361,4,350
362,1,400
362,2,400
362,3,400
363,1,350
363,2,350
364,1,350
364,2,350
365,1,350
365,2,350
366,1,400
366,2,400
367,1,400
367,2,400
368,1,350
368,2,350
369,1,350
369,2,350
369,3,350
370,1,100
370,2,100
370,3,100
371,1,100
371,2,100
372,1,100
372,2,100
373,1,0
373,2,0
374,1,0
374,2,0
375,1,350
375,2,350
376,1,500
376,2,500
376,3,500
377,1,350
377,2,350
377,3,350
378,1,400
378,2,400
379,1,0
379,2,0
379,3,0
380,1,250
380,2,250
381,1,0
381,2,0
382,1,350
382,2,350
382,3,350
383,1,350
383,2,350
383,3,350
384,1,0
384,2,0
385,1,0
385,2,0
385,3,0
386,1,100
386,2,100
387,1,100
387,2,100
388,1,100
388,2,100
389,1,100
389,2,100
390,1,100
390,2,100
390,3,100
391,1,100
391,2,100
391,3,100
392,1,400
392,2,400
392,3,400
393,1,350
393,2,350
393,3,350
394,1,350
394,2,350
394,3,350
395,1,350
395,2,350
395,3,350
396,1,400
396,2,400
396,3,400
397,1,400
397,2,400
397,3,400
397,4,400
398,1,0
398,2,0
399,1,0
399,2,0
400,1,0
400,2,0
401,1,400
401,2,400
401,3,400
402,1,0
402,2,0
402,3,0
403,1,0
403,2,0
404,1,0
404,2,0
405,1,0
405,2,0
405,3,0
406,1,100
406,2,100
407,1,100
407,2,100
408,1,100
408,2,100
409,1,400
409,2,400
409,2,400
410,1,100
410,2,100
410,3,100
411,1,100
411,2,100
412,1,400
412,2,400
413,1,400
413,2,400
413,3,400
414,1,400
414,2,400
414,3,400
415,1,350
415,2,350
416,1,350
416,2,350
417,1,400
417,2,400
417,3,400
417,4,400
418,1,0
418,2,0
419,1,0
419,2,0
420,1,0
420,2,0
421,1,0
421,2,0
422,1,0
422,2,0
423,1,0
423,2,0
424,1,0
424,2,0
425,1,0
425,2,0
426,1,350
426,2,350
426,3,350
427,1,350
427,2,350
427,3,350
427,4,350
428,1,100
428,2,100
429,1,50
429,2,50
430,1,400
430,2,400
431,1,350
431,2,350
431,3,400
431,4,400
432,1,0
432,2,0
433,1,0
433,2,0
434,1,350
434,2,350
435,1,400
435,2,400
436,1,0
436,2,350
436,3,350
437,1,0
437,2,0
437,3,0
438,1,350
438,2,350
439,1,250
439,2,250
439,3,250
440,1,350
440,2,400
440,3,400
441,1,400
441,2,400
442,1,350
442,2,350
442,3,350
443,1,350
443,2,350
443,3,350
444,1,350
444,2,350
444,3,350
445,1,400
445,2,400
445,3,400
446,1,340
446,2,340
446,3,340
447,1,400
447,2,400
447,3,400
448,1,400
448,2,400
448,3,400
449,1,400
449,2,400
449,3,400
450,1,400
450,2,400
450,3,400
451,1,400
451,2,400
452,1,400
452,2,400
452,3,400
453,1,0
453,2,0
454,1,0
454,2,0
455,1,350
455,2,350
455,3,350
456,1,400
456,2,400
456,3,400
457,1,0
457,2,0
458,1,100
458,2,100
459,1,100
459,2,100
460,1,100
460,2,100
461,1,0
461,2,350
462,1,100
462,2,100
462,3,100
463,1,400
463,2,400
464,1,400
464,2,400
464,3,400
465,1,350
465,2,350
466,1,400
466,2,400
467,1,350
467,2,350
467,3,350
468,1,400
468,2,400
468,3,400
469,1,350
469,2,350
469,3,350
470,1,350
470,2,350
471,1,400
471,2,400
471,3,400
472,1,400
472,2,400
472,3,400
473,1,100
473,2,100
473,3,100
474,1,0
474,2,0
474,3,0
475,1,0
475,2,0
476,1,0
476,2,0
477,1,0
477,2,0
478,1,400
478,2,400
479,1,350
479,2,350
479,2,350
480,1,0
480,2,0
481,1,400
481,2,400
482,1,400
482,2,400
482,3,400
483,1,0
483,2,0
484,1,400
484,2,400
485,1,350
485,2,350
486,1,100
486,2,100
487,1,400
487,2,400
488,1,400
488,2,400
488,3,400
489,1,100
489,2,100
490,1,100
490,2,100
491,1,100
491,2,100
492,1,0
492,2,0
492,3,0
493,1,250
493,2,250
494,1,350
494,2,350
495,1,400
495,2,400
495,2,400
496,1,400
496,2,400
496,3,400
496,4,400
497,1,0
497,2,0
498,1,0
498,2,0
499,1,0
499,2,0
500,1,0
500,2,0
501,1,100
501,2,100
502,1,350
502,2,350
502,3,350
503,1,350
503,2,350
504,1,0
504,2,0
505,1,400
505,2,400
505,3,400
506,1,400
506,2,400
506,3,400
507,1,350
507,2,350
507,3,350
508,1,0
508,2,0
509,1,0
509,2,0
510,1,400
510,2,400
511,1,400
511,2,400
511,3,400
512,1,400
512,2,400
513,1,350
513,2,350
514,1,400
514,2,400
515,1,400
515,2,400
516,1,350
516,2,350
517,1,400
517,2,400
517,3,400
518,1,0
518,2,0
519,1,400
519,2,400
519,3,400
520,1,250
520,2,250
521,1,400
521,2,400
521,3,400
522,1,350
522,2,350
522,3,350
523,1,500
523,2,500
523,3,500
524,1,0
524,2,0
525,1,350
525,2,350
525,3,350
526,1,350
526,2,350
527,1,500
527,2,500
527,3,500
528,1,400
528,2,400
528,3,400
529,1,250
529,2,250
530,1,350
530,2,350
531,1,400
531,2,400
531,3,400
532,1,250
532,2,250
532,3,250
533,1,340
533,2,340
533,3,340
534,1,400
534,2,400
534,3,400
535,1,350
535,2,350
536,1,350
536,2,350
537,1,350
537,2,350
538,1,100
538,2,100
539,1,100
539,2,100
539,3,100
540,1,0
540,2,0
541,1,0
541,2,0
542,1,0
542,2,0
543,1,250
543,2,250
544,1,400
544,2,400
545,1,350
545,2,350
545,3,350
546,1,0
546,2,250
546,2,250
547,1,250
547,2,250
548,1,350
548,2,350
549,1,400
549,2,400
550,1,350
550,2,350
551,1,400
551,2,400
552,1,350
552,2,350
553,1,350
553,2,350
553,3,350
554,1,400
554,2,400
554,3,400
555,1,350
555,2,350
556,1,100
556,2,100
556,3,100
557,1,0
557,2,0
558,1,250
558,2,250
559,1,250
559,2,250
559,3,250
560,1,400
560,2,400
561,1,100
561,2,100
562,1,100
562,2,100
563,1,340
563,2,340
563,3,340
564,1,0
564,2,350
564,3,350
565,1,350
565,2,350
565,3,350
566,1,350
566,2,350
566,3,350
567,1,0
567,2,350
567,3,350
568,1,400
568,2,400
568,3,400
569,1,400
569,2,400
569,3,400
570,1,350
570,2,350
570,3,350
571,1,350
571,2,350
572,1,340
572,2,340
573,1,400
573,2,400
574,1,350
574,2,350
575,1,350
575,2,350
576,1,400
576,2,400
577,1,100
577,2,100
578,1,100
578,2,100
579,1,100
579,2,100
580,1,100
580,2,100
581,1,500
581,2,500
582,1,400
582,2,400
583,1,400
583,2,400
584,1,400
584,2,400
584,3,400
585,1,250
585,2,250
586,1,250
586,2,250
587,1,350
587,2,350
588,1,350
588,2,350
589,1,0
589,2,0
589,3,0
590,1,400
590,2,400
591,1,100
591,2,100
592,1,100
592,2,100
593,1,100
593,2,100
594,1,400
594,2,400
594,3,400
595,1,350
595,2,350
595,3,350
596,1,400
596,2,400
597,1,400
597,2,400
598,1,350
598,2,400
599,1,400
599,2,400
600,1,350
600,2,350
601,1,100
601,2,100
602,1,100
602,2,100
603,1,100
603,2,100
604,1,0
604,2,0
605,1,100
605,2,100
606,1,0
606,2,0
607,1,400
607,2,400
607,3,400
608,1,250
608,2,250
609,1,400
609,2,400
610,1,400
610,2,400
610,3,400
611,1,0
611,2,0
612,1,350
612,2,350
613,1,400
613,2,400
613,3,400
614,1,350
614,2,350
614,3,350
615,1,100
615,2,100
616,1,100
616,2,100
617,1,400
617,2,400
617,3,400
618,1,400
618,2,400
618,3,400
619,1,400
619,2,400
619,3,400
620,1,400
620,2,400
620,3,400
621,1,350
621,2,350
621,3,350
622,1,400
622,2,400
623,1,350
623,2,350
623,3,350
624,1,350
624,2,350
625,1,0
625,2,350
625,3,350
626,1,0
626,2,0
627,1,0
627,2,0
628,1,0
628,2,0
629,1,350
629,2,350
629,3,350
630,1,100
630,2,100
631,1,400
631,2,400
631,3,400
632,1,350
632,2,350
632,3,350
633,1,350
633,2,400
633,3,400
634,1,350
634,2,350
634,3,350
635,1,100
635,2,100
636,1,350
636,2,350
636,3,350
637,1,0
637,2,0
638,1,0
638,2,0
639,1,0
639,2,0
640,1,0
640,2,0
641,1,250
641,2,250
642,1,400
642,2,400
642,3,400
643,1,100
643,2,100
643,3,100
644,1,350
644,2,350
644,3,350
645,1,100
645,2,100
645,3,100
646,1,0
646,2,0
647,1,400
647,2,400
647,3,400
648,1,350
648,2,350
649,1,400
649,2,400
649,3,400
650,1,0
650,2,0
651,1,0
651,2,0
652,1,0
652,2,0
653,1,400
653,2,400
653,3,400
654,1,500
654,2,500
654,3,500
655,1,400
655,2,400
655,3,400
656,1,0
656,2,0
656,3,350
657,1,400
657,2,400
658,1,0
658,2,0
658,3,400
659,1,0
659,2,0
659,3,350
660,1,400
660,2,400
660,3,400
661,1,250
661,2,250
662,1,100
662,2,100
662,3,100
663,1,0
663,2,0
663,3,350
664,1,0
664,2,0
664,3,350
665,1,0
665,2,0
665,3,0
666,1,350
666,2,350
667,1,100
667,2,100
667,3,100
668,1,400
668,2,400
668,3,400
669,1,0
669,2,0
669,3,350
670,1,0
670,2,0
670,3,0
671,1,350
671,2,350
672,1,350
672,2,350
673,1,0
674,1,350
674,2,350
674,3,350
675,1,0
675,2,0
675,3,350
676,1,0
676,2,0
676,3,400
677,1,0
677,2,0
678,1,0
678,2,0
679,1,0
679,2,0
680,1,250
680,2,250
681,1,250
681,2,250
682,1,250
682,2,250
682,3,250
683,1,400
683,2,400
683,3,400
684,1,400
684,2,400
684,3,400
685,1,0
685,2,0
685,3,250
686,1,250
686,2,250
687,1,350
687,2,350
688,1,400
688,2,400
688,3,400
689,1,0
689,2,0
690,1,250
690,2,250
691,1,0
691,2,0
691,3,400
692,1,350
692,2,400
692,3,400
693,1,350
693,2,350
694,1,100
694,2,100
694,3,100
695,1,0
695,2,0
696,1,0
696,2,0
697,1,0
697,2,0
697,3,400
698,1,400
698,2,400
698,3,400
699,1,350
699,2,350
700,1,0
700,2,0
700,3,400
701,1,0
701,2,0
702,1,0
702,2,0
703,1,0
703,2,0
704,1,0
704,2,0
705,1,250
705,2,250
706,1,0
706,2,0
706,3,400
707,1,0
707,2,0
707,3,350
708,1,400
708,2,400
709,1,250
709,2,250
710,1,350
710,2,350
711,1,0
711,2,250
712,1,0
712,2,250
712,3,250
713,1,0
713,2,0
713,3,0
714,1,350
714,2,350
715,1,350
715,2,350
715,3,350
716,1,0
716,2,0
716,3,350
717,1,0
717,2,0
717,3,350
718,1,400
718,2,400
719,1,350
719,2,350
719,3,350
720,1,0
720,2,0
720,3,400
721,1,350
721,2,250
722,1,350
722,2,350
723,1,400
723,2,400
723,3,400
724,1,0
724,2,0
724,3,400
725,1,350
725,2,350
725,3,350
726,1,0
726,2,0
727,1,350
727,2,350
728,1,350
728,2,350
729,1,0
730,1,0
730,2,0
730,3,100
731,1,250
731,2,250
732,1,0
733,1,350
733,2,350
734,1,0
735,1,350
735,2,350
736,1,350
736,2,350
737,1,400
737,2,400
738,1,400
738,2,400
739,1,0
740,1,350
740,2,350
741,1,350
741,2,350
742,1,100
742,2,100
743,1,0
743,2,0
744,1,0
744,2,0
745,1,0
745,2,0
746,1,400
746,2,400
747,1,400
747,2,400
748,1,350
748,2,350
749,1,400
749,2,400
750,1,100
750,2,100
751,1,400
751,2,400
752,1,0
752,2,0
753,1,0
753,2,0
754,1,350
754,2,350
755,1,0
756,1,400
756,2,400
757,1,0
757,2,0
757,3,350
758,1,400
758,2,400
759,1,350
759,2,350
760,1,350
760,2,350
761,1,0
762,1,350
762,2,350
763,1,400
763,2,400
764,1,0
765,1,0
765,2,0
765,3,350
766,1,0
766,2,0
767,1,0
767,2,0
768,1,350
768,2,350
769,1,350
769,2,350
770,1,0
771,1,250
771,2,250
772,1,350
772,2,350
773,1,400
773,2,400
774,1,400
774,2,350
775,1,0
776,1,0
776,2,0
777,1,350
777,2,350
778,1,350
778,2,400
779,1,250
779,2,250
780,1,350
780,2,350
781,1,0
781,2,250
782,1,0
783,1,350
783,2,400
784,1,350
784,2,350
785,1,0
785,2,0
786,1,400
786,2,400
787,1,250
787,2,250
788,1,0
788,2,0
789,1,400
789,2,400
790,1,400
790,2,400
791,1,400
791,2,400
792,1,400
792,2,400
793,1,400
793,2,400
794,1,400
794,2,400
795,1,0
795,2,0
796,1,0
796,2,0
797,1,0
797,2,0
798,1,0
798,2,0
799,1,400
799,2,400
800,1,0
801,1,350
801,2,350
802,1,0
803,1,400
803,2,400
804,1,350
804,2,350
805,1,400
805,2,400
806,1,400
806,2,400
807,1,0
807,2,0
808,1,0
808,2,0
809,1,500
809,2,500
810,1,400
810,2,400
811,1,400
811,2,400
812,1,0
813,1,100
813,2,100
814,1,350
814,2,350
815,1,400
815,2,400
816,1,0
817,1,350
817,2,350
818,1,0
819,1,400
819,2,400
820,1,350
820,2,350
821,1,0
822,1,0
822,2,0
823,1,400
823,2,400
824,1,400
824,2,400
825,1,0
826,1,400
826,2,400
827,1,400
827,2,400
828,1,400
828,2,400
829,1,350
829,2,350
830,1,400
830,2,400
831,1,100
831,2,100
832,1,100
832,2,100
833,1,350
833,2,350
834,1,100
834,2,100
835,1,100
835,2,100
836,1,400
836,2,400
837,1,250
837,2,250
838,1,0
839,1,0
840,1,400
840,2,400
841,1,340
841,2,340
842,1,400
842,2,400
843,1,400
843,2,400
844,1,400
844,2,400
845,1,400
845,2,400
846,1,400
846,2,400
847,1,400
847,2,400
848,1,0
848,2,0
849,1,0
849,2,0
850,1,400
850,2,400
851,1,400
851,2,400
852,1,0
852,2,0
853,1,100
853,2,100
854,1,350
854,2,350
855,1,0
856,1,0
856,2,0
857,1,100
857,2,100
858,1,100
858,2,100
859,1,250
859,2,250
860,1,0
861,1,400
861,2,400
862,1,400
862,2,400
863,1,350
863,2,350
864,1,400
864,2,400
865,1,350
865,2,350
866,1,400
866,2,400
867,1,400
867,2,400
868,1,400
868,2,400
869,1,340
869,2,340
870,1,0
870,2,0
870,3,350
871,1,0
871,2,0
871,3,350
872,1,350
872,2,350
